Internal catalogue id,Name (transliteration),Alternative names,Language,Script,Provenance note,External catalogue ids,Condition,Lines per folio/page,Length (cm),Height (cm),Date of copying,Material,Illustrations,Remarks,Photos available?,Text available?
ochs_000_000_091_asa_dp_no_0063_guhyesvari,guhyeśvarī pūjā vidhi,"(1) guhyeśvarī pūjā vidhi , (2) skandapurāṇe himavatkhaṇḍe guhyeśvarī aṣṭottaraśata nāma stotra",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0063, cd_no: ASK_BL-002, ask_no: habi 65",NA,5 lines,15.0,6.4,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_092_asa_dp_no_0064_sriguhyakali,śrīguhyakālī mālā mantrāyutākṣara,śrīguhyakālī mālā mantrāyutākṣara,Sanskrit,Newa,ASA Archives,"dp_no: 0064, cd_no: ASK_BL-002, ask_no: habi 66",NA,5 lines,19.3,6.5,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_093_asa_dp_no_0065_guhyakalika,guhyakālikā pūjā karma vidhi,guhyakālikā pūjā karma vidhi,Sanskrit,Newa,ASA Archives,"dp_no: 0065, cd_no: ASK_BL-002, ask_no: habi 67",NA,6 lines,20.0,7.7,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_094_asa_dp_no_0066_guhyakalyah,guhyakālyāḥ ātmapūjā tattva śodhana vidhi,guhyakālyāḥ ātmapūjā tattva śodhana vidhi,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0066, cd_no: ASK_BL-002, ask_no: habi 68",NA,6 lines,13.5,5.9,NA,Paper,"figure of guhyakAlI , guhyakAlI yantra and sumukhImAtaGgI cakra","Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_095_asa_dp_no_0067_kalikularnave,kālikulārṇave mahātantre mahātrāne,kālikulārṇave mahātantre mahātrāne (?)śrīmahāguhyakālyā mahā ṣoṭā,Sanskrit,Newa,ASA Archives,"dp_no: 0067, cd_no: ASK_BL-002, ask_no: habi 69",NA,6 lines,17.9,8.3,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_096_asa_dp_no_0068_guhyakalya,guhyakālyā homa,"(1) guhyakālyā homa , (2) prāṇa pratiṣṭhā mantra",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0068, cd_no: ASK_BL-002, ask_no: habi 70",NA,7 or 27 lines,18.8,5.3,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_097_asa_dp_no_0069_kubjika,kubjikā sahasra prākṣarī,kubjikā sahasra prākṣarī,Sanskrit,Newa,ASA Archives,"dp_no: 0069, cd_no: ASK_BL-002, ask_no: habi 71",NA,5 lines,24.3,7.3,NA,"Paper, coat of HARTALA on front side & back side",NA,NA,yes,no
ochs_000_000_098_asa_dp_no_0070_skandapurane,skandapurāṇe himavat khaṇḍe guhyeśvarī aṣṭottaraśata nāma stotra,"(1) skandapurāṇe himavat khaṇḍe guhyeśvarī aṣṭottaraśata nāma stotra , (2) guhyeśvarī pūjā vidhi",Sanskrit,Newa,ASA Archives,"dp_no: 0070, cd_no: ASK_BL-002, ask_no: habi 72",NA,6 lines,21.4,7.8,NS884,Paper,NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_099_asa_dp_no_0071_sriguhyesvari,śrīguhyeśvarī stotra,"(1) śrīguhyeśvarī stotra , (2) guhyeśvarī pūjā vidhi , (3) skandha purāṇe himavat khaṇḍe guhyeśvarī aṣṭottara śata nāma stotra",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0071, cd_no: ASK_BL-002, ask_no: habi 73",NA,5 lines,14.8,6.5,NS854,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_100_asa_dp_no_0072_godana,godāna vidhi,"(1) godāna vidhi , (2) title unknown ( pūjā vidhi )",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0072, cd_no: ASK_BL-002, ask_no: habi 74",pp.6 ((2))*incomplete((2))*,22 lines,22.2,9.2,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_101_asa_dp_no_0073_graha,graha daśā wa śānti vidhi,graha daśā wa śānti vidhi,Newa-Sanskrit,Newa,ASA Archives,"dp_no: 0073, cd_no: ASK_BL-002, ask_no: habi 75",NA,irregular lines,20.5,13.0,NA,"Paper, coat of HARTALA on front side & back side",NA,Style: bound book,yes,no
ochs_000_000_102_asa_dp_no_0074_,,( nava ) grahārcana and graha dāna,Sanskrit,Newa,ASA Archives,"dp_no: 0074, cd_no: ASK_BL-002, ask_no: habi 76",NA,5 or 6 lines,18.5,6.7,NA,"Paper, coat of HARTALA on back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_103_asa_dp_no_0075_graha,graha yajJa karma,"(1) graha yajJa karma , (2) navagraha stuti , (3) navagraha stava",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0075, cd_no: ASK_BL-002, ask_no: habi 77",NA,6 lines,19.4,6.0,NA,Paper,NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_104_asa_dp_no_0076_cakrarcana,cakrārcana,cakrārcana,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0076, cd_no: ASK_BL-002, ask_no: habi 78",NA,10 or 11 lines,18.8,8.2,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_105_asa_dp_no_0077_caturdasi,caturdaśī pūjā,"(1) caturdaśī pūjā , (2) tripurasundarī pūjā",Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 0077, cd_no: ASK_BL-002, ask_no: habi 79",NA,7 lines,17.0,8.4,NA,"Paper, coat of HARTALA on back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_106_asa_dp_no_0078_caturdasiya,caturdasīyā pūjā paddhati,caturdasīyā pūjā paddhati,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0078, cd_no: ASK_BL-002, ask_no: habi 80",NA,7 lines,21.7,9.8,NS918,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_107_asa_dp_no_0079_caturdasiya,caturdaśiyā,caturdaśiyā ( pūjā )paddhati,Newa-Sanskrit,Newa,ASA Archives,"dp_no: 0079, cd_no: ASK_BL-002, ask_no: habi 81",NA,7 lines,28.0,11.6,NS952,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_108_asa_dp_no_0080_candika,caṇḍikā nityārcana vidhi,caṇḍikā nityārcana vidhi,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0080, cd_no: ASK_BL-002, ask_no: habi 82",NA,5 lines,12.0,8.0,NA,"Paper, coat of HARTALA on one side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_109_asa_dp_no_0081_candra,candra pūjā vidhi,"(1) candra pūjā vidhi , (2) śrīcandramā stotra , (3) candra ṣoḍaśa nāma stotra",Sanskrit,Devanagari,ASA Archives,"dp_no: 0081, cd_no: ASK_BL-002, ask_no: habi 83",NA,4 or 8 lines,22.5,9.0,VS1921(2),Paper,NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_110_asa_dp_no_0082_candrama,candramā pūjā vidhi,"(1) candramā pūjā vidhi , (2) gaṇeśa pūjā",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0082, cd_no: ASK_BL-002, ask_no: habi 84",NA,7 or 8 lines,19.0,8.5,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_111_asa_dp_no_0083_sriarddharatri,śrīarddharātrī dīpa vidhi,śrīarddharātrī dīpa vidhi (?),Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0083, cd_no: ASK_BL-002, ask_no: habi 85",NA,6 lines,23.0,8.3,NS833,"Paper, coat of HARTALA on front side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_112_asa_dp_no_0084_title,title unknown,title unknown ( cheṃ pratiṣṭhāyā āhuti )*,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0084, cd_no: ASK_BL-002, ask_no: habi 86",NA,7 lines,20.4,8.0,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_113_asa_dp_no_0085_ksetrapala,kṣetrapāla pūjā vidhi,"(1) kṣetrapāla pūjā vidhi , (2) harisiddhi pūjā vidhi , (3) chinnamastā nitya karma paddhati , (4) pīṭha pūjā",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0085, cd_no: ASK_BL-002, ask_no: habi 87",NA,7 lines,20.5,8.0,VS1912,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_114_asa_dp_no_0086_srikrsna,śrīkṛṣṇa janmāṣṭamī vrata,"(1) śrīkṛṣṇa janmāṣṭamī vrata , (2) śrīmahādeva pārvatī saṃvāde śrī ādityādi vrata vidhi kathā , (3) śrīpadmapurāṇe uttarottarakhaṇḍe śiva kumāra saṃvāde svasthānī vrata kathā",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0086, cd_no: ASK_BL-002, ask_no: habi 88",NA,6 or 8 lines,20.0,8.5,NS903,Paper,NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_115_asa_dp_no_0087_srijanmastami,śrījanmāṣṭamī vrata indra nārada saṃbāde bhāṣā,"(1) śrījanmāṣṭamī vrata indra nārada saṃbāde bhāṣā , (2) janmāṣṭamī vrata vidhi",Sanskrit-Newa*,Devanagari,ASA Archives,"dp_no: 0087, cd_no: ASK_BL-002, ask_no: habi 89",NA,12 or 14 lines,27.5,13.5,NS1043(1),Paper,NA,Style: bound book,yes,no
ochs_000_000_116_asa_dp_no_0088_sri,śrī daivalakeśāri paṇḍita viracite janmotsava vidhiḥ,śrī daivalakeśāri paṇḍita viracite janmotsava vidhiḥ,Sanskrit,Devanagari,ASA Archives,"dp_no: 0088, cd_no: ASK_BL-002, ask_no: habi 90",NA,6 lines,18.4,8.2,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_117_asa_dp_no_0089_jalayajJa,jalayajJa jalapratiṣṭhā vidhi and others *,jalayajJa jalapratiṣṭhā vidhi and others *,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0089, cd_no: ASK_BL-002, ask_no: habi 91",NA,16-19 lines,9.0,19.5,NS785,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_118_asa_dp_no_0090_jala,jala yajJa,jala yajJa,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0090, cd_no: ASK_BL-002, ask_no: habi 92",NA,irrregular lines,19.0,8.7,NS945(?),"Paper, coat of HARTALA on front side & back side",figure of daigrams,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_119_asa_dp_no_0091_jalayajJa,jalayajJa vidhi or jalayajJa jalapratiṣṭhā vidhi,"(1) jalayajJa vidhi or jalayajJa jalapratiṣṭhā vidhi , (2) yarjanya (?)pāṭha vidhi , (3) bhīmarathāvarohana yajJa vidhi",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0091, cd_no: ASK_BL-002, ask_no: habi 93",NA,more than 30 lines,8.0,20.7,NS915(1),"Paper, coat of HARTALA on one side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_120_asa_dp_no_0092_siva,śiva pūjā vidhi and others,śiva pūjā vidhi and others,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0092, cd_no: ASK_BL-002, ask_no: habi 94",NA,24 or 25 lines,21.0,8.0,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_121_asa_dp_no_0093_jonahile,jonāhile vidhi and others,jonāhile vidhi and others,Newa,Newa-Devanagari,ASA Archives,"dp_no: 0093, cd_no: ASK_BL-002, ask_no: habi 95",NA,5 lines,18.0,8.0,NS972,"Paper, coat of HARTALA on front side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_122_asa_dp_no_0094_unknown,unknown,unknown ( jyotiṣa pūjā vidhi )*,Sanskrit,Newa,ASA Archives,"dp_no: 0094, cd_no: ASK_BL-002, ask_no: habi 96",NA,21 or 22 lines,24.9,10.4,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_123_asa_dp_no_0095_jhala,jhala boye vidhi,"(1) jhala boye vidhi , (2) title unknown ( skt. )",Newa,Devanagari,ASA Archives,"dp_no: 0095, cd_no: ASK_BL-002, ask_no: habi 97",NA,6 lines,18.8,8.0,VS2002,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_124_asa_dp_no_0096_jhali,jhali boye vidhi,jhali boye vidhi,Newa,Newa,ASA Archives,"dp_no: 0096, cd_no: ASK_BL-002, ask_no: habi 98",NA,6 lines,12.0,7.0,NA,"Paper, coat of HARTALA on front side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_125_asa_dp_no_0097_jhale,jhale boyayā vidhāna,"(1) jhale boyayā vidhāna , (2) ajarādi bali , (3) mantra ratnakara ( tritīya taraṅga )",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0097, cd_no: ASK_BL-002, ask_no: habi 99",NA,7 lines,19.5,8.2,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_126_asa_dp_no_0098_gangesvari,gaṅgeśvarī,gaṅgeśvarī ( or jhaṅkeśvarī )pūjā vidhi,Sanskrit,Newa,ASA Archives,"dp_no: 0098, cd_no: ASK_BL-002, ask_no: habi 100",NA,6 lines,16.0,6.7,NA,Paper,NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_127_asa_dp_no_0099_title,title unknown,title unknown ( tattva bodha ? ),Sanskrit,Devanagari,ASA Archives,"dp_no: 0099, cd_no: ASK_BL-002, ask_no: habi 101",NA,6 lines,21.5,10.4,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_000_128_asa_dp_no_0100_tantra,tantra sandhyā vidhi,"(1) tantra sandhyā vidhi , (2) liṅgārcana vidhi , (3) nityārcana vidhi",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0100, cd_no: ASK_BL-002, ask_no: habi 102",NA,9 lines,21.0,7.2,NS769,Paper,NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_129_asa_dp_no_0101_tarpana,tarpaṇa vidhi,tarpaṇa vidhi,Sanskrit,Devanagari,ASA Archives,"dp_no: 0101, cd_no: ASK_BL-002, ask_no: habi 103",NA,5 lines,17.8,7.8,VS1940,"Paper, coat of HARTALA on one side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_130_asa_dp_no_0102_ugrataradevyah,ugratārādevyāḥ nityakarmārcana,"(1) ugratārādevyāḥ nityakarmārcana , (2) śaṅkarācārya viracitāyāṃ tārā devyā stotra , (3) nīlatantre tārā śatata (?) , (4) mahākāla pūjā paddhati",Sanskrit-Newa,Newa-Devanagari,ASA Archives,"dp_no: 0102, cd_no: ASK_BL-002, ask_no: habi 104",NA,5 lines,21.6,7.4,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_131_asa_dp_no_0103_sri,śrī rāmakṛṣṇopādhyāya viracita tārārcana candrikā,śrī rāmakṛṣṇopādhyāya viracita tārārcana candrikā,Sanskrit,Newa,ASA Archives,"dp_no: 0103, cd_no: ASK_BL-002, ask_no: habi 105",NA,7 lines,23.3,7.5,NA,"Paper, coat of HARTALA on front side & back side",NA,Style: one eyelet,yes,no
ochs_000_000_132_asa_dp_no_0104_tirtha,"tīrtha jātrā snān , and 86 tīrtha nāmāvali","tīrtha jātrā snān , and 86 tīrtha nāmāvali",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0104, cd_no: ASK_BL-002, ask_no: habi 106",NA,13 or 16 lines,19.0,9.0,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_133_asa_dp_no_0105_tirtha,tīrtha sādhana,tīrtha sādhana,Sanskrit,Newa,ASA Archives,"dp_no: 0105, cd_no: ASK_BL-002, ask_no: habi 107",NA,6 lines,21.2,8.5,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_134_asa_dp_no_0106_damanarohana,damanārohaṇa karma,damanārohaṇa karma (?),Newa,Newa,ASA Archives,"dp_no: 0106, cd_no: ASK_BL-002, ask_no: habi 108",NA,4 or 5 lines,10.5,4.5,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_135_asa_dp_no_0107_gauri,gaurī śaṅkara damanāropaṇa vidhi,"(1) gaurī śaṅkara damanāropaṇa vidhi , (2) gaurī śaṅkara mūrtiṣu devatāyāḥ pavitrārohaṇa vidhi",Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 0107, cd_no: ASK_BL-002, ask_no: habi 109",NA,9 lines,25.5,10.2,NS934,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_136_asa_dp_no_0108_damanarohana,damanārohaṇa vidhi *,"(1) damanārohaṇa vidhi * , (2) bali vidhi **",Sanskrit,Newa,ASA Archives,"dp_no: 0108, cd_no: ASK_BL-002, ask_no: habi 110",NA,8 lines,23.5,9.5,NA,Paper,NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_137_asa_dp_no_0109_pascimajesthamnaya,paścimajeṣṭhāmnāya karmārcana,"(1) paścimajeṣṭhāmnāya karmārcana , (2) damanārohana vidhi , (3) arddharātrī dīpa yāga (?) vidhi , (4) arddharātri dīpa dāgā (?)rcana vidhi , (5) paścimajeṣṭhāṃ aṣṭāmnāye aṣṭaviṃśati karmārcana , (6) paścimajeṣṭhāmnāye gurumaṇḍalārcana , (7) śrī mālanī daṇḍaka stotra , (8) śivasasti ( śakti ) samarasa ( tve )mahāmāyā stava stotra",Sanskrit,Newa,ASA Archives,"dp_no: 0109, cd_no: ASK_BL-002, ask_no: habi 111",NA,9 lines,22.5,8.2,NS629,Paper,NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_138_asa_dp_no_0110_dasakarma,daśakarma vidhi,daśakarma vidhi,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0110, cd_no: ASK_BL-002, ask_no: habi 112",NA,20 lines,9.0,25.0,"NS982, 983","Paper, coat of HARTALA on front side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_139_asa_dp_no_0111_dasakala,"daśakalā , dvādaśakalā , ṣoḍaśakalā pātra pūjā","daśakalā , dvādaśakalā , ṣoḍaśakalā pātra pūjā",Sanskrit,Newa,ASA Archives,"dp_no: 0111, cd_no: ASK_BL-002, ask_no: habi 113",NA,5 lines,15.3,6.4,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_140_asa_dp_no_0112_dasapinda,"daśapiṇḍa vidhi , or daśakriyā śrāddha vidhi","daśapiṇḍa vidhi , or daśakriyā śrāddha vidhi",Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 0112, cd_no: ASK_BL-002, ask_no: habi 114",NA,8 or 9 lines,15.5,11.5,NA,"Paper, coat of HARTALA on one side",NA,Style: bound book,yes,no
ochs_000_000_141_asa_dp_no_0113_srikalikulasarvasve,śrīkālīkulasarvasve,(1) śrīkālīkulasarvasve (?)śrīdakṣinakālikāyā aṣṭottaraśata nāma stotra (2) dakṣiṇakālikāyāḥ saṃkṣepa pūjā vidhāna,Sanskrit-Nep.,Devanagari,ASA Archives,"dp_no: 0113, cd_no: ASK_BL-002, ask_no: habi 115",NA,"5 or 8 lines, incomplete",21.2,8.5,NA,"Paper, coat of HARTALA on back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_142_asa_dp_no_0114_sridaksinakalika,śrīdakṣiṇakālikā pūjā vidhi,"(1) śrīdakṣiṇakālikā pūjā vidhi , (2) lumaḍhi ajimāyā nityapūjā vidhi , (3) ṣoṭāmālinī nyāsa",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0114, cd_no: ASK_BL-002, ask_no: habi 116",NA,6 lines,20.5,9.3,NS951,"Paper, coat of HARTALA on front side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
